driver_id,constructor_id,race_id,race_name,season,race_startposition,race_endposition,race_overtakes_made,fastest_lap
hamilton,mercedes,20,São Paulo Grand Prix,2023,5.0,8.0,6.0,0
tsunoda,alphatauri,20,São Paulo Grand Prix,2023,16.0,9.0,16.0,0
ocon,alpine,20,São Paulo Grand Prix,2023,14.0,10.0,13.0,0
sargeant,williams,20,São Paulo Grand Prix,2023,19.0,11.0,11.0,0
hulkenberg,haas,20,São Paulo Grand Prix,2023,11.0,12.0,12.0,0
ricciardo,alphatauri,20,São Paulo Grand Prix,2023,17.0,13.0,5.0,0
piastri,mclaren,20,São Paulo Grand Prix,2023,10.0,14.0,3.0,0
russell,mercedes,20,São Paulo Grand Prix,2023,8.0,15.0,8.0,0
bottas,alfa,20,São Paulo Grand Prix,2023,18.0,16.0,7.0,0
zhou,alfa,20,São Paulo Grand Prix,2023,20.0,17.0,4.0,0
kevin_magnussen,haas,20,São Paulo Grand Prix,2023,12.0,18.0,0.0,0
albon,williams,20,São Paulo Grand Prix,2023,13.0,19.0,0.0,0
leclerc,ferrari,20,São Paulo Grand Prix,2023,20.0,20.0,0.0,0
max_verstappen,red_bull,21,Las Vegas Grand Prix,2023,2.0,1.0,10.0,0
leclerc,ferrari,21,Las Vegas Grand Prix,2023,1.0,2.0,5.0,0
perez,red_bull,21,Las Vegas Grand Prix,2023,11.0,3.0,13.0,0
ocon,alpine,21,Las Vegas Grand Prix,2023,16.0,4.0,10.0,0
stroll,aston_martin,21,Las Vegas Grand Prix,2023,19.0,5.0,11.0,0
sainz,ferrari,21,Las Vegas Grand Prix,2023,12.0,6.0,14.0,0
hamilton,mercedes,21,Las Vegas Grand Prix,2023,10.0,7.0,18.0,0
russell,mercedes,21,Las Vegas Grand Prix,2023,3.0,8.0,11.0,0
alonso,aston_martin,21,Las Vegas Grand Prix,2023,9.0,9.0,14.0,0
piastri,mclaren,21,Las Vegas Grand Prix,2023,18.0,10.0,14.0,1
gasly,alpine,21,Las Vegas Grand Prix,2023,4.0,11.0,4.0,0
albon,williams,21,Las Vegas Grand Prix,2023,5.0,12.0,5.0,0
kevin_magnussen,haas,21,Las Vegas Grand Prix,2023,8.0,13.0,5.0,0
ricciardo,alphatauri,21,Las Vegas Grand Prix,2023,14.0,14.0,13.0,0
zhou,alfa,21,Las Vegas Grand Prix,2023,17.0,15.0,9.0,0
sargeant,williams,21,Las Vegas Grand Prix,2023,6.0,16.0,5.0,0
bottas,alfa,21,Las Vegas Grand Prix,2023,7.0,17.0,9.0,0
tsunoda,alphatauri,21,Las Vegas Grand Prix,2023,20.0,18.0,5.0,0
hulkenberg,haas,21,Las Vegas Grand Prix,2023,13.0,19.0,5.0,0
norris,mclaren,21,Las Vegas Grand Prix,2023,15.0,20.0,1.0,0
max_verstappen,red_bull,22,Abu Dhabi Grand Prix,2023,1.0,1.0,4.0,1
leclerc,ferrari,22,Abu Dhabi Grand Prix,2023,2.0,2.0,7.0,0
russell,mercedes,22,Abu Dhabi Grand Prix,2023,4.0,3.0,9.0,0
perez,red_bull,22,Abu Dhabi Grand Prix,2023,9.0,4.0,18.0,0
norris,mclaren,22,Abu Dhabi Grand Prix,2023,5.0,5.0,9.0,0
piastri,mclaren,22,Abu Dhabi Grand Prix,2023,3.0,6.0,11.0,0
alonso,aston_martin,22,Abu Dhabi Grand Prix,2023,7.0,7.0,16.0,0
tsunoda,alphatauri,22,Abu Dhabi Grand Prix,2023,6.0,8.0,11.0,0
hamilton,mercedes,22,Abu Dhabi Grand Prix,2023,11.0,9.0,13.0,0
stroll,aston_martin,22,Abu Dhabi Grand Prix,2023,13.0,10.0,14.0,0
ricciardo,alphatauri,22,Abu Dhabi Grand Prix,2023,15.0,11.0,14.0,0
ocon,alpine,22,Abu Dhabi Grand Prix,2023,12.0,12.0,11.0,0
gasly,alpine,22,Abu Dhabi Grand Prix,2023,10.0,13.0,10.0,0
albon,williams,22,Abu Dhabi Grand Prix,2023,14.0,14.0,12.0,0
hulkenberg,haas,22,Abu Dhabi Grand Prix,2023,8.0,15.0,9.0,0
sargeant,williams,22,Abu Dhabi Grand Prix,2023,20.0,16.0,14.0,0
zhou,alfa,22,Abu Dhabi Grand Prix,2023,19.0,17.0,14.0,0
sainz,ferrari,22,Abu Dhabi Grand Prix,2023,16.0,18.0,13.0,0
bottas,alfa,22,Abu Dhabi Grand Prix,2023,18.0,19.0,8.0,0
kevin_magnussen,haas,22,Abu Dhabi Grand Prix,2023,17.0,20.0,4.0,0
max_verstappen,red_bull,1,Bahrain Grand Prix,2024,1.0,1.0,0.0,1
perez,red_bull,1,Bahrain Grand Prix,2024,5.0,2.0,5.0,0
sainz,ferrari,1,Bahrain Grand Prix,2024,4.0,3.0,5.0,0
leclerc,ferrari,1,Bahrain Grand Prix,2024,2.0,4.0,7.0,0
russell,mercedes,1,Bahrain Grand Prix,2024,3.0,5.0,6.0,0
norris,mclaren,1,Bahrain Grand Prix,2024,7.0,6.0,9.0,0
hamilton,mercedes,1,Bahrain Grand Prix,2024,9.0,7.0,8.0,0
piastri,mclaren,1,Bahrain Grand Prix,2024,8.0,8.0,8.0,0
alonso,aston_martin,1,Bahrain Grand Prix,2024,6.0,9.0,10.0,0
stroll,aston_martin,1,Bahrain Grand Prix,2024,12.0,10.0,14.0,0
zhou,sauber,1,Bahrain Grand Prix,2024,17.0,11.0,11.0,0
kevin_magnussen,haas,1,Bahrain Grand Prix,2024,15.0,12.0,8.0,0
ricciardo,rb,1,Bahrain Grand Prix,2024,14.0,13.0,11.0,0
tsunoda,rb,1,Bahrain Grand Prix,2024,11.0,14.0,8.0,0
albon,williams,1,Bahrain Grand Prix,2024,13.0,15.0,9.0,0
hulkenberg,haas,1,Bahrain Grand Prix,2024,10.0,16.0,10.0,0
ocon,alpine,1,Bahrain Grand Prix,2024,19.0,17.0,8.0,0
gasly,alpine,1,Bahrain Grand Prix,2024,20.0,18.0,7.0,0
bottas,sauber,1,Bahrain Grand Prix,2024,16.0,19.0,7.0,0
sargeant,williams,1,Bahrain Grand Prix,2024,18.0,20.0,2.0,0
max_verstappen,red_bull,2,Saudi Arabian Grand Prix,2024,1.0,1.0,1.0,0
perez,red_bull,2,Saudi Arabian Grand Prix,2024,3.0,2.0,3.0,0
leclerc,ferrari,2,Saudi Arabian Grand Prix,2024,2.0,3.0,2.0,1
piastri,mclaren,2,Saudi Arabian Grand Prix,2024,5.0,4.0,3.0,0
alonso,aston_martin,2,Saudi Arabian Grand Prix,2024,4.0,5.0,2.0,0
russell,mercedes,2,Saudi Arabian Grand Prix,2024,7.0,6.0,3.0,0
norris,mclaren,2,Saudi Arabian Grand Prix,2024,6.0,8.0,1.0,0
hamilton,mercedes,2,Saudi Arabian Grand Prix,2024,8.0,9.0,1.0,0
hulkenberg,haas,2,Saudi Arabian Grand Prix,2024,15.0,10.0,4.0,0
albon,williams,2,Saudi Arabian Grand Prix,2024,12.0,11.0,4.0,0
kevin_magnussen,haas,2,Saudi Arabian Grand Prix,2024,13.0,12.0,3.0,0
ocon,alpine,2,Saudi Arabian Grand Prix,2024,17.0,13.0,4.0,0
sargeant,williams,2,Saudi Arabian Grand Prix,2024,19.0,14.0,3.0,0
tsunoda,rb,2,Saudi Arabian Grand Prix,2024,9.0,15.0,2.0,0
ricciardo,rb,2,Saudi Arabian Grand Prix,2024,14.0,16.0,3.0,0
bottas,sauber,2,Saudi Arabian Grand Prix,2024,16.0,17.0,2.0,0
zhou,sauber,2,Saudi Arabian Grand Prix,2024,20.0,18.0,3.0,0
stroll,aston_martin,2,Saudi Arabian Grand Prix,2024,10.0,19.0,0.0,0
gasly,alpine,2,Saudi Arabian Grand Prix,2024,18.0,20.0,0.0,0
sainz,ferrari,3,Australian Grand Prix,2024,2.0,1.0,1.0,0
leclerc,ferrari,3,Australian Grand Prix,2024,4.0,2.0,7.0,1
norris,mclaren,3,Australian Grand Prix,2024,3.0,3.0,4.0,0
piastri,mclaren,3,Australian Grand Prix,2024,5.0,4.0,8.0,0
perez,red_bull,3,Australian Grand Prix,2024,6.0,5.0,10.0,0
stroll,aston_martin,3,Australian Grand Prix,2024,9.0,6.0,7.0,0
tsunoda,rb,3,Australian Grand Prix,2024,8.0,7.0,6.0,0
alonso,aston_martin,3,Australian Grand Prix,2024,10.0,8.0,8.0,0
hulkenberg,haas,3,Australian Grand Prix,2024,16.0,9.0,11.0,0
kevin_magnussen,haas,3,Australian Grand Prix,2024,14.0,10.0,9.0,0
albon,williams,3,Australian Grand Prix,2024,12.0,11.0,10.0,0
ricciardo,rb,3,Australian Grand Prix,2024,18.0,12.0,11.0,0
gasly,alpine,3,Australian Grand Prix,2024,17.0,13.0,14.0,0
bottas,sauber,3,Australian Grand Prix,2024,13.0,14.0,8.0,0
zhou,sauber,3,Australian Grand Prix,2024,19.0,15.0,10.0,0
ocon,alpine,3,Australian Grand Prix,2024,15.0,16.0,9.0,0
russell,mercedes,3,Australian Grand Prix,2024,7.0,17.0,8.0,0
hamilton,mercedes,3,Australian Grand Prix,2024,11.0,18.0,4.0,0
max_verstappen,red_bull,3,Australian Grand Prix,2024,1.0,19.0,0.0,0
max_verstappen,red_bull,4,Japanese Grand Prix,2024,1.0,1.0,2.0,1
perez,red_bull,4,Japanese Grand Prix,2024,2.0,2.0,8.0,0
sainz,ferrari,4,Japanese Grand Prix,2024,4.0,3.0,10.0,0
leclerc,ferrari,4,Japanese Grand Prix,2024,8.0,4.0,9.0,0
norris,mclaren,4,Japanese Grand Prix,2024,3.0,5.0,10.0,0
alonso,aston_martin,4,Japanese Grand Prix,2024,5.0,6.0,6.0,0
russell,mercedes,4,Japanese Grand Prix,2024,9.0,7.0,14.0,0
piastri,mclaren,4,Japanese Grand Prix,2024,6.0,8.0,6.0,0
hamilton,mercedes,4,Japanese Grand Prix,2024,7.0,9.0,7.0,0
tsunoda,rb,4,Japanese Grand Prix,2024,10.0,10.0,6.0,0
hulkenberg,haas,4,Japanese Grand Prix,2024,12.0,11.0,10.0,0
stroll,aston_martin,4,Japanese Grand Prix,2024,16.0,12.0,11.0,0
kevin_magnussen,haas,4,Japanese Grand Prix,2024,18.0,13.0,7.0,0
bottas,sauber,4,Japanese Grand Prix,2024,13.0,14.0,10.0,0
ocon,alpine,4,Japanese Grand Prix,2024,15.0,15.0,6.0,0
gasly,alpine,4,Japanese Grand Prix,2024,17.0,16.0,3.0,0
sargeant,williams,4,Japanese Grand Prix,2024,19.0,17.0,9.0,0
zhou,sauber,4,Japanese Grand Prix,2024,20.0,18.0,2.0,0
ricciardo,rb,4,Japanese Grand Prix,2024,11.0,19.0,0.0,0
albon,williams,4,Japanese Grand Prix,2024,14.0,20.0,0.0,0
max_verstappen,red_bull,5,Chinese Grand Prix,2024,1.0,1.0,2.0,0
norris,mclaren,5,Chinese Grand Prix,2024,4.0,2.0,4.0,0
perez,red_bull,5,Chinese Grand Prix,2024,2.0,3.0,6.0,0
leclerc,ferrari,5,Chinese Grand Prix,2024,6.0,4.0,5.0,0
sainz,ferrari,5,Chinese Grand Prix,2024,7.0,5.0,8.0,0
russell,mercedes,5,Chinese Grand Prix,2024,8.0,6.0,6.0,0
alonso,aston_martin,5,Chinese Grand Prix,2024,3.0,7.0,11.0,1
piastri,mclaren,5,Chinese Grand Prix,2024,5.0,8.0,5.0,0
hamilton,mercedes,5,Chinese Grand Prix,2024,18.0,9.0,16.0,0
hulkenberg,haas,5,Chinese Grand Prix,2024,9.0,10.0,9.0,0
ocon,alpine,5,Chinese Grand Prix,2024,13.0,11.0,11.0,0
albon,williams,5,Chinese Grand Prix,2024,14.0,12.0,12.0,0
gasly,alpine,5,Chinese Grand Prix,2024,15.0,13.0,12.0,0
zhou,sauber,5,Chinese Grand Prix,2024,16.0,14.0,11.0,0
stroll,aston_martin,5,Chinese Grand Prix,2024,11.0,15.0,10.0,0
kevin_magnussen,haas,5,Chinese Grand Prix,2024,17.0,16.0,16.0,0
sargeant,williams,5,Chinese Grand Prix,2024,20.0,17.0,12.0,0
ricciardo,rb,5,Chinese Grand Prix,2024,12.0,18.0,15.0,0
tsunoda,rb,5,Chinese Grand Prix,2024,19.0,19.0,9.0,0
bottas,sauber,5,Chinese Grand Prix,2024,10.0,20.0,5.0,0
norris,mclaren,6,Miami Grand Prix,2024,5.0,1.0,4.0,0
max_verstappen,red_bull,6,Miami Grand Prix,2024,1.0,2.0,1.0,0
leclerc,ferrari,6,Miami Grand Prix,2024,2.0,3.0,2.0,0
perez,red_bull,6,Miami Grand Prix,2024,4.0,4.0,4.0,0
sainz,ferrari,6,Miami Grand Prix,2024,3.0,5.0,3.0,0
hamilton,mercedes,6,Miami Grand Prix,2024,8.0,6.0,6.0,0
tsunoda,rb,6,Miami Grand Prix,2024,10.0,7.0,4.0,0
russell,mercedes,6,Miami Grand Prix,2024,7.0,8.0,7.0,0
alonso,aston_martin,6,Miami Grand Prix,2024,15.0,9.0,7.0,0
ocon,alpine,6,Miami Grand Prix,2024,13.0,10.0,9.0,0
hulkenberg,haas,6,Miami Grand Prix,2024,9.0,11.0,6.0,0
gasly,alpine,6,Miami Grand Prix,2024,12.0,12.0,6.0,0
piastri,mclaren,6,Miami Grand Prix,2024,6.0,13.0,7.0,1
zhou,sauber,6,Miami Grand Prix,2024,19.0,14.0,11.0,0
ricciardo,rb,6,Miami Grand Prix,2024,20.0,15.0,8.0,0
bottas,sauber,6,Miami Grand Prix,2024,16.0,16.0,5.0,0
stroll,aston_martin,6,Miami Grand Prix,2024,11.0,17.0,5.0,0
albon,williams,6,Miami Grand Prix,2024,14.0,18.0,5.0,0
kevin_magnussen,haas,6,Miami Grand Prix,2024,18.0,19.0,5.0,0
sargeant,williams,6,Miami Grand Prix,2024,17.0,20.0,2.0,0
max_verstappen,red_bull,7,Emilia Romagna Grand Prix,2024,1.0,1.0,3.0,0
norris,mclaren,7,Emilia Romagna Grand Prix,2024,2.0,2.0,3.0,0
leclerc,ferrari,7,Emilia Romagna Grand Prix,2024,3.0,3.0,3.0,0
piastri,mclaren,7,Emilia Romagna Grand Prix,2024,5.0,4.0,4.0,0
sainz,ferrari,7,Emilia Romagna Grand Prix,2024,4.0,5.0,3.0,0
hamilton,mercedes,7,Emilia Romagna Grand Prix,2024,8.0,6.0,8.0,0
russell,mercedes,7,Emilia Romagna Grand Prix,2024,6.0,7.0,4.0,1
perez,red_bull,7,Emilia Romagna Grand Prix,2024,11.0,8.0,9.0,0
stroll,aston_martin,7,Emilia Romagna Grand Prix,2024,13.0,9.0,11.0,0
tsunoda,rb,7,Emilia Romagna Grand Prix,2024,7.0,10.0,5.0,0
hulkenberg,haas,7,Emilia Romagna Grand Prix,2024,10.0,11.0,4.0,0
kevin_magnussen,haas,7,Emilia Romagna Grand Prix,2024,18.0,12.0,10.0,0
ricciardo,rb,7,Emilia Romagna Grand Prix,2024,9.0,13.0,4.0,0
ocon,alpine,7,Emilia Romagna Grand Prix,2024,12.0,14.0,10.0,0
zhou,sauber,7,Emilia Romagna Grand Prix,2024,17.0,15.0,9.0,0
gasly,alpine,7,Emilia Romagna Grand Prix,2024,15.0,16.0,5.0,0
sargeant,williams,7,Emilia Romagna Grand Prix,2024,19.0,17.0,8.0,0
bottas,sauber,7,Emilia Romagna Grand Prix,2024,16.0,18.0,6.0,0
alonso,aston_martin,7,Emilia Romagna Grand Prix,2024,20.0,19.0,7.0,0
albon,williams,7,Emilia Romagna Grand Prix,2024,14.0,20.0,0.0,0
leclerc,ferrari,8,Monaco Grand Prix,2024,1.0,1.0,0.0,0
piastri,mclaren,8,Monaco Grand Prix,2024,2.0,2.0,1.0,0
sainz,ferrari,8,Monaco Grand Prix,2024,3.0,3.0,1.0,0
norris,mclaren,8,Monaco Grand Prix,2024,4.0,4.0,1.0,0
russell,mercedes,8,Monaco Grand Prix,2024,5.0,5.0,1.0,0
max_verstappen,red_bull,8,Monaco Grand Prix,2024,6.0,6.0,1.0,0
hamilton,mercedes,8,Monaco Grand Prix,2024,7.0,7.0,1.0,1
tsunoda,rb,8,Monaco Grand Prix,2024,8.0,8.0,1.0,0
albon,williams,8,Monaco Grand Prix,2024,9.0,9.0,1.0,0
gasly,alpine,8,Monaco Grand Prix,2024,10.0,10.0,1.0,0
alonso,aston_martin,8,Monaco Grand Prix,2024,14.0,11.0,3.0,0
ricciardo,rb,8,Monaco Grand Prix,2024,12.0,12.0,2.0,0
bottas,sauber,8,Monaco Grand Prix,2024,17.0,13.0,5.0,0
stroll,aston_martin,8,Monaco Grand Prix,2024,13.0,14.0,3.0,0
sargeant,williams,8,Monaco Grand Prix,2024,15.0,15.0,4.0,0
zhou,sauber,8,Monaco Grand Prix,2024,18.0,16.0,4.0,0
ocon,alpine,8,Monaco Grand Prix,2024,11.0,17.0,0.0,0
perez,red_bull,8,Monaco Grand Prix,2024,16.0,18.0,0.0,0
hulkenberg,haas,8,Monaco Grand Prix,2024,19.0,19.0,0.0,0
kevin_magnussen,haas,8,Monaco Grand Prix,2024,20.0,20.0,0.0,0
max_verstappen,red_bull,9,Canadian Grand Prix,2024,2.0,1.0,3.0,0
norris,mclaren,9,Canadian Grand Prix,2024,3.0,2.0,4.0,0
russell,mercedes,9,Canadian Grand Prix,2024,1.0,3.0,4.0,0
hamilton,mercedes,9,Canadian Grand Prix,2024,7.0,4.0,5.0,1
piastri,mclaren,9,Canadian Grand Prix,2024,4.0,5.0,2.0,0
alonso,aston_martin,9,Canadian Grand Prix,2024,6.0,6.0,2.0,0
stroll,aston_martin,9,Canadian Grand Prix,2024,9.0,7.0,4.0,0
ricciardo,rb,9,Canadian Grand Prix,2024,5.0,8.0,6.0,0
gasly,alpine,9,Canadian Grand Prix,2024,15.0,9.0,13.0,0
ocon,alpine,9,Canadian Grand Prix,2024,18.0,10.0,6.0,0
hulkenberg,haas,9,Canadian Grand Prix,2024,17.0,11.0,13.0,0
kevin_magnussen,haas,9,Canadian Grand Prix,2024,14.0,12.0,9.0,0
bottas,sauber,9,Canadian Grand Prix,2024,20.0,13.0,7.0,0
tsunoda,rb,9,Canadian Grand Prix,2024,8.0,14.0,6.0,0
zhou,sauber,9,Canadian Grand Prix,2024,20.0,15.0,10.0,0
sainz,ferrari,9,Canadian Grand Prix,2024,12.0,16.0,9.0,0
albon,williams,9,Canadian Grand Prix,2024,10.0,17.0,5.0,0
perez,red_bull,9,Canadian Grand Prix,2024,16.0,18.0,8.0,0
leclerc,ferrari,9,Canadian Grand Prix,2024,11.0,19.0,2.0,0
sargeant,williams,9,Canadian Grand Prix,2024,13.0,20.0,1.0,0
